start	end	text
8006480	8012480	Ktoś idzie na urlop, chce iść na urlop, dobra, ale czy jest jakaś inna osoba, która już na tym urlopie nie jest, która będzie kolidować.
8012480	8017480	To jest taki chief operacyjny trochę dla firmy w postaci apki.
8017480	8030480	Dokładnie, to jest tak jakby spojrzenie trochę z perspektywy raz własnego przedsiębiorstwa, z drugiej strony słuchanie potrzeb klientów i wdrażanie tych modułów.
8030480	8041480	Będziemy za chwilę przechodzić na marketplace'a właśnie z nim, bo z ingreso na marketplace'a Microsoftowego w takim modelu transakcyjnym.
8041480	8049480	Mam nadzieję, że będzie można sobie jako firma kupić i ewentualnie od nas dodatkowo wziąć jakieś godziny wsparcia.
8049480	8051480	Będziemy mogli też oczywiście rozszerzać.
8051480	8059480	Też nie wiemy do końca, jak to się sprawdzi, czy to jest produkt ten, ale jakby on też pokazuje możliwości Power Platform w skrócie.
8059480	8066480	Że my byliśmy w stanie przez jakiś tam czas, oczywiście dłubaliśmy to, nie ukrywam i tych osób trochę tam było zaangażowanych w projekt.
8066480	8072480	Trzeba było też często podejmować niełatwe decyzje, czy idziemy w tę stronę, czy w tamtą.
8072480	8077480	Jeżeli chodzi nawet architektonicznie, mimo że to się wydaje, że to jest małe rozwiązanie, ale jednak zawsze te problemy się pojawiają.
8077480	8087480	Nie wiemy, czy to się sprawdzi, czy to będzie to i super jesteśmy, nie oszukiwałbym się, że jesteśmy super przekonani, że to musi lecieć wszędzie.
8087480	8094480	Ale jakby to też pokazuje, że jest to rozwiązanie, jutro możemy zrobić inne rozwiązanie.
8094480	8101480	Tylko czy Ty chcesz, żebyśmy robili dla Ciebie inne zupełnie rozwiązanie i później będziemy musieli osobno Cię wspierać,
8101480	8111480	czy jednak wolisz iść w ten produkt, który szerzej zbieramy wiedzę z rynku i wiemy, jakie są szersze potrzeby i się dostosowujesz do produktu.
8111480	8119480	My możemy zrobić jakiś dodatkowy moduł, jeżeli uznamy go za słuszny i stosowny dla szerszego odbiorcy,
8119480	8123480	ale nie będziemy się bawić w takie szycie, że szyjemy tu, szyjemy tam, wszystko na miarę.
8123480	8130480	Tak, tym bardziej, że większość biznesów, mechanizm działania ma bardzo podobny, przynajmniej strukturalnie,
8130480	8144480	ale jak rozumiem są pewne możliwości customizacji tej aplikacji, że każdy może to jednak trochę tam podszyć pod siebie i nie potrzebuje do tego ekipy deweloperów.
8145480	8154480	Zdecydowanie jest to możliwe. Co ważne, znowu Microsoft i podejście do wdrażania zmian i prowadzenia tych pipeline'ów,
8154480	8166480	że jest ten cały application lifecycle management, który pozwala Ci na tworzenie solucji i masz podstawową solucję, a możesz mieć solucję plus.
8167480	8174480	Dlatego klienta na przykład możemy zaproponować, dobra, Wy macie na tyle różne potrzeby od produktu, że produkt mamy,
8174480	8183480	ale dodatkowo macie tam jeszcze coś innego, z którego nikt inny z tego nie będzie korzystał, ale że mamy platformę szeroko adoptowalną i rozszerzalną,
8183480	8193480	no to jedziemy i są też te możliwości, więc tu widzimy dużą szansę, możliwość i potencjał i też szybkość.
8193480	8201480	My jednak tego czasu musieliśmy poświęcić, żeby to stworzyć, więc jakby poszczególne firmy by potrzebowały podobnych wymagań, no to jednak to jest koszt na start.
8201480	8211480	Jak już mamy ten produkt, on jest zrobiony, on jest testowany na taką skalę, że jakby wiemy jak wyglądają wdrażania, że te testy różnie.
8211480	8212480	Wagi.
8212480	8221480	Dokładnie, później 6 miesięcy. U nas też było 6 miesięcy jakby stabilizacji takiej ciągłej, że co chwilę coś wpadało, co chwilę jeszcze się pojawiają pewne niuanse,
8221480	8233480	zawsze będą się powtarzały, no bo robimy jakieś modyfikacje, no ale jest to jednak bardziej stabilny produkt niż takie rozwiązanie typowo wyszyte, stworzone na miarę.
8233480	8243480	Powiedz mi jeszcze trochę o tym, dlaczego Microsoft, bo ja to zawsze byłem zwolennikiem, wiesz.
8243480	8245480	Gorszych rozwiązań.
8245480	8247480	Gorszych rozwiązań.
8247480	8265480	Apple'a i tak dalej, bardzo mi się podobał ich właśnie UI design i też zawsze zajmowałem się w dużej mierze i wideo i grafiką i zawsze uderzały do mnie bardziej ich produkty, a ty byłeś zawsze człowiek Microsoft.
8265480	8273480	Ja nie byłem nigdy taki cool, więc wiesz, wybrałem po prostu tą brudną stronę Windows 9.5, DOS.
8274480	8277480	Dokładnie.
8277480	8289480	Serio, całkiem serio, to na pewno trochę w przypadku, no bo jednak każdy jest, tak jak wiesz, zagubiony w technologii.
8289480	8301480	Ja może dlatego, że miałem do czynienia trochę z tym biznesem tak jakby od zera, w sensie jak przed studiami, wiesz, tak jak ci wspominałem u mojego taty, który był przedsiębiorcą,
8301480	8311480	wiesz, już tam coś robiłem, wiedziałem, co to jest biznes i wiedziałem, używaliśmy Ofisa, a nie coś, mieliśmy Windowsa, mieliśmy serwer tam.
8311480	8322480	I jakby naturalnie to było to, tak? No wiadomo, że można pomyśleć, no dobra, Google Cloud Service, jakby lećmy w co innego, zobaczmy.
8322480	8329480	No w tym czasie w sumie Google się mocno rozwinęło, prawda, na tym rynku, jak stworzyli swoją chmurę.
8329480	8342480	Bardzo mocno, Amazon tak samo jakby jest silny, ale przez to, że ja cały czas w tych takich technologiach, też przez to, że trafiłem do firmy Gold Partner Microsoftu na samym starcie
8342480	8355480	i tam zacząłem w tych aplikacjach back office'owych działać, przez to, że nie wiem, w ASP.NET robiliśmy jakieś tam rzeczy, przez to, że to wszystko stało na serwerach Microsoftowych,
8355480	8367480	aktualne maszyny i tak dalej. Naturalnie, przez to, że się sam zajarałem i sprzedawałem Windows Phone'a wszystkim w rodzinie, w zasadzie co za gościu, przecież to jest gniot.
8367480	8380480	No ale umiem zrobić tam apkę, więc wiesz, więc jedziemy z tym. Więc na pewno jakiś taki pewnie przypadek, ale też jakby to podejście, że jednak ja traktuję
8380480	8391480	Apple'a czy tam, wiesz, te rzeczy właśnie typowo bardziej takie digital kontent, nie wiem jak to nazwać, graficzne bardziej, bardziej cool.
8391480	8409480	Microsoft jest bardziej enterprise i mamy wirtualną maszynę i koniec. Pewnie dlatego, ale jakby na przestrzeni lat to się mocno zmieniło, bo oni już nie są tacy, wiesz, koporni, drewniani.
8409480	8419480	Od czasu, na przykład mnie to uderzyło po Windowsie 10, zauważyłem, że zaczęli bardzo dużo rzeczy kopiować z macOSa i dodawać.
8419480	8428480	Właśnie też Windows 11, niesamowity system, bardzo mi się podoba, bardzo dużo rozwiązań wprowadzili, których po prostu wcześniej tam brakowało.
8429480	8447480	Nie wiem, czy to jest związane z odejściem Biliego na drugi plan, czy możliwe, ale też nigdy nie siedziałem tak głęboko w tej technologii, żeby ocenić, czy tam się rzeczywiście dużo zmieniło właśnie w kwestii dynamiksa biznesowej i może właśnie powiedziałbyś coś na ten temat.
8448480	8458480	Tutaj zdecydowana jest zmiana. Widać ten manewr ruchu, ale to każda z konkurencji też idzie w stronę chmurową.
8462480	8475480	To wszystko w tę stronę zmierza. Jest dużo większy nacisk i nakład na user interface. Nie jest to wszystko takie brzydkie i toporne jak w Outlooku 10 lat temu, że to musiało być brzydkie.
8475480	8482480	Te okienka Windowsowe musiały być brzydkie, bo nie mogły być ładne, nie mogły być zaokrąglone albo musiały być takie brutalne.
8482480	8483480	Serowe.
8483480	8496480	Dokładnie, więc widać, że jest składany inny nacisk. Też pewnie świadomość usera jest inna. Każdy wie, że konkurencja ma tak przecież, to czemu to jest takie brzydkie, to nie możesz być takie brzydkie.
8496480	8509480	Więc tak to wygląda, myślę. Spójrzmy teraz z inwestycji typu OpenAI, co zrobił Microsoft i gdzie jest, jak uderzył.
8509480	8519480	Pięknie to zrobili, naprawdę. I to jak wprowadzają teraz co-pilota, mają wprowadzić niedługo do Excela, Worda, Ofisa całego.
8520480	8536480	Dlatego znowu, patrząc na to, gdzie ten low-code, gdzie ten platform się znajdzie. Pomyślimy, że szerzej dookoła tego platformu mamy M365, mamy Microsoft Suite, w którym mamy te wszystkie Excele, Outlooki, Teamsy.
8536480	8538480	Teamsy też super.
8538480	8545480	Nasz produkt Ingresso działa na Teamsach. Mamy wtyczkę, mamy apkę normalnie, że tylko po prostu się instaluje i nie trzeba wychodzić z Teamsów i jesteś w Ingresso.
8546480	8556480	Jakby to jest tak wszystko kompatybilne razem ze sobą, w tym całym bakowisowym ekosystemie, dołączając teraz do tego OpenAI.
8557480	8569480	OpenAI jest tak, że w Azure mamy go, więc możemy sobie tworzyć swój AI-owy ekosystem, możemy korzystać ze swoich danych.
8569480	8584480	Oni bardzo duży nacisk kładą, w mojej ocenie, porównując konkurencję do tego, gdzie te dane są, w jaki sposób one są przechowywane i dają pełną dokumentację, że ty wiesz co się z tymi danymi dzieje.
8584480	8591480	Czyli ty wiesz, że one nie opuszczają twojego tenanta, że one są w tych barierach, że możesz go zablokować, że tylko ty to widzisz.
8591480	8597480	Możesz to zrobić szyfrowane na zasadzie swoimi kluczami i nikt tego nie dotyka, nie może tego dotknąć.
8597480	8606480	Nie wiem też do końca, nie mam czasu na to, żeby poszerzać wiedzę pod kątem Google Cloud czy Amazon.
8607480	8618480	Mi się wydaje, że ktokolwiek się zetknął z AWS wie ile tam jest skomplikowanych różnych małych aplikacji, każda jest do czegoś innego i to mi się podoba.
8618480	8632480	Jak ostatnio miałem styczność z całym Power Platform, że bazy danych są według mnie dużo bardziej czytelne i dużo łatwiejsze w obsłudze w porównaniu do konkurencji.
8633480	8643480	Mamy tabelki, klikamy tabelki, pod spodem co tam jest, jak to jest przełożone na SQL czy na Blobstory czy na cokolwiek innego nas nie obchodzi.
8643480	8653480	Te dane po prostu sobie trzeba mieć też wiedzę i jak mówimy o małym rozwiązaniu, to możemy sobie to po prostu wyklikać i mamy i spełnia wymagania.
8653480	8673480	Oczywiście my celujemy jednak bardziej takie rozwiązania nie super wielkie, ale jednak wielkie robimy dla wielkich, ale wiadomo, że nie będziemy jakiegoś super wielkiego rozwiązania robić dla średniej firmy w Polsce, bo to się nie da, nikt ci za to nie zapłaci.
8674480	8689480	Powiedz może jeszcze, bo mnie to mega ciekawi, co z tym copilotem, jaka jest przyszłość, czy niektóre zawody teraz zostaną zastąpione w najbliższym czasie, bo to jest jednak przerażające.
8689480	8702480	Wpisujesz prompta, nie wiem mam 3-4 zdania, czy jak już umiesz bardziej wyspecjalizować, wyspecyfikować swojego prompta, to jeszcze masz lepsze osiągi często.
8702480	8710480	I teraz czy niektórzy ludzie stracą robotę, czy po prostu będą 10 razy bardziej wydajni dzięki temu?
8711480	8729480	Spójrzmy na to z naszej perspektywy, gdzie my siedzimy, czyli idealnie jesteśmy w Power Platform, jesteśmy w ofisie, w skrócie w Microsoft 365, w którym dostajemy copilota, czyli jakby w punkt.
8729480	8747480	Którzy nie wiedzą, to ma działać tak, że po prostu wpisujesz sobie prompta, zrób mi tabelę taką i taką, zrób mi wykres taki i taki i wszystko się dzieje w przeciągu 15 sekund, masz gotowe tabele na bazie jakiegoś pliku.
8747480	8771480	Pewne zawody na pewno naturalnie będą wygasane, bo nie oszukujmy się, jeżeli ktoś coś powielał wielokrotnie, co za nas zrobi automat i to zrobi 10 razy szybciej i 10 razy bardziej kreatywnie i zróżnicowanie, to kto będzie chciał dalej utrzymywać takie stanowisko?
8771480	8783480	To po prostu będzie trzeba na pewno, te pewne stanowiska pójdą trochę, ewoluują w mojej ocenie, no bo czy marketingowiec, czy programista będzie operatorem.
8783480	8785480	Juniora, po prostu ma przy sobie juniora.
8785480	8798480	Kilkaset juniorów i jeszcze doświadczonego gościa, który jest w stanie wyciągnąć jakieś takie dane ciekawe, mogę się go zapytać o coś i tak dalej, mogę z nim prowadzić debatę.
8798480	8813480	Myślę, że to da jakby w naszej platformie, w naszym powiedzmy tutaj podwórku, to przyspieszy znacznie, już przyspiesza, bo to nie jest, że my mówimy o przyszłości, tylko rzeczywiście to już działa.
8813480	8821480	Możesz, już są wtyczki do Power Automata, masz na czat GPT wtyczkę i pyk i do widzenia flow, gotowy.
8821480	8842480	Sam jeszcze nie wrzucałem bardziej tak, wiesz, na zasadzie, ja sam też nie tworzę tych flowów, więc nie muszę robić, ale sprowadza się to do tego, że rzeczywiście mówisz, słuchaj napisz mi flow, który będzie, nie wiem, zamieniał tabelę taką, czy taką, czy nie wiem, wrzucał dane, wyrzucał i on ci po prostu napisze ten kawałek
8842480	8864480	deklaratywnego, wiesz, flowa i sobie go testujesz, zobaczysz, z dużym prawdopodobieństwem coś nie będzie działało, bo wiemy jak to działa, to nie jest tak, że wiesz, że to jest idealne albo coś, ale to ci daje dużo szybciej jakieś prompty, odpowiedzi, w którą stronę iść ewentualnie, żeby, wiesz, skracać strasznie czas.
8864480	8882480	Duży ryzyko jest pewnie dla juniorów, że nie będą ci potrzebni juniorzy, bo po co, jak mam przecież AI, to jest mój junior, mogę go tak traktować, bo mogę go traktować dwojako, ale jeżeli będę go traktował, że słuchaj, zrób mi to, to to, to ci zrobi.
8882480	8904480	My już w Power Platform wiemy, jak to ma działać. Ma to działać tak, że mówisz dokładnie mu, słuchaj, chcę system Customer Service, który będzie miał pięć tabel, nawet nie musisz mówić tabel, tylko mówisz mu business case'a i on ci to zrobi. Jeżeli masz już wiedzę i wiesz, czego oczekujesz, to zamiast to ręcznie klikać, to on mi to zrobił. Ja tylko mówię mu, zmień mi kolumnetą na tą, dorzuć mi sample data, wrzuca ci.
8904480	8913480	Na to potrzebne były dni. Ja teraz to robię przy wrzuceniu promta i on mi zwraca już w solucji temat.
8913480	8933480	Co mi się bardzo podoba właśnie, że więcej jest w tym wszystkim myślenia, takiego właśnie powolnego myślenia i planowania wszystkiego, niż szukania i takiej bezmyślnej roboty. I właśnie mam tutaj taki cytat a propos tego. To jest cytat Abrahama Lincolna, który mówi
8933480	8947480	Give me six hours to chop down a tree and I will spend the first four sharpening the axe. I jestem ciekaw właśnie jak ty się do tego odnosisz jako programista, jako deweloper i architekt.
8963480	8985480	Tak naprawdę najważniejsze jest to, żebyś zrozumiał ten problem, przemyślał jak to ma być zrobione, w którą stronę, jak wygląda dalsza faza tego rozwiązania, czy na pewno zanim już usiądziesz i zaczniesz robić, to po prostu musisz przemyśleć to, przeanalizować.
8985480	9001480	W kontekście A.I. tak samo, szybko możesz wszystko mieć, a co z tego, że masz 100 rozwiązań, musisz się zastanowić, dlaczego to wyszło tak, a nie inaczej. Możesz to też tune'ować.
9001480	9027480	No tak, bo A.I. ci wypluje 100 stron gotowych odpowiedzi i nagle sobie uzmysławiasz, że po prostu żyjemy w nawale informacji, czy to w telefonach, w mediach, w telewizji i tak dalej, czy nawet gotowych rozwiązań, czy też frameworków. Można robić wszystko na każdy sposób. Rozwiązań jest mnóstwo i właśnie problem jest w tym, żeby wybrać to właściwe.
